INSULATOR BUSBAR,0,0,0,0,0,0,
ISOLATOR SWITCH 35AMPS -,2,1300,2600,0,-1300,0,
JISERA 2 LEVER LOCK,0,0,0,2000,2000,0,
JISERA RIM LOCK,0,0,0,1800,1800,0,
LIGHTING FIXTURE WITH 360,0,0,0,2500,2500,0,
LOOPING BOX 20MM,8,10,80,1000,990,8000,
MERCURY UNION FLOAT SWITCH,0,0,0,2500,2500,0,
MODI GREY TWIN SOCKET 13A,5,450,2250,0,-450,0,
MODI SINGLE SOCKET 13A,0,90,0,0,-90,0,
MOONLIGHT TWIN 2FIT FITTING,0,0,0,1500,1500,0,
MULTI ADAPTOR 3WAY &E PIN 929L,0,0,0,300,300,0,
MULTIHOLDER,42,70,2940,0,-70,0,
MULTIPLUG,0,120,0,0,-120,0,

Item Description,Stock Bal.,Cost Price,Cost Value,Sell Price,Profit,Sell Value,
OGLEX 3G2W,50,115,5750,0,-115,0,
OGLEX 4G2W,50,135,6750,0,-135,0,
OGLEX DP SWITCH 45A,10,260,2600,0,-260,0,
OGLEX HOLDER MULTI HANGING,20,40,800,0,-40,0,
OGLEX HOLDER MULTI STR/ANGLE,20,65,1300,0,-65,0,
OGLEX PANEL LIGHT 24W,5,650,3250,0,-650,0,
OGLEX TWIN SOCKET UNI,8,500,4000,0,-500,0,
PHILI 2FT FTNG PC,0,0,0,1170,1170,0,
PHOTOCELL,6,530,3180,850,320,5100,
PLASTIC BULK HEAD PC,0,0,0,500,500,0,
PLASTIC PEGS S10 PKT,20,96.43,1928.58,300,203.57,4200,
PLASTIC PEGS S12 PKT,8,100,800,250,150,-500,
PLASTIC PEGS S8,8,80,640,0,-80,0,
ROUND COVER BIG,90,10,900,0,-10,0,
ROUND COVER SMALL,174,6,1044,0,-6,0,
S&S 1G2W,10,85,850,0,-85,0,
S&S 2G2W,9,125,1125,0,-125,0,
S&S 4G2W,10,230,2300,0,-230,0,
S&S COOKER UNIT,5,570,2850,0,-570,0,
S&S DP SWITCH 20A,10,230,2300,0,-230,0,
S&S SINGLE SOCKET 13A,17,135,2295,0,-135,0,
S&S SINGLE SOCKET 15A,10,190,1900,0,-190,0,
S&S TWIN SOCKET 13A,4,260,1040,0,-260,0,
SCANFORD 4FT FTNG PC,0,0,0,700,700,0,
SCHNEIDER CONTACTOR 3P 18A,0,4300,0,0,-4300,0,
SCREW DRIVER,10,150,1500,250,100,2500,
SINGLE SOCKET WATERPROOF,0,500,0,700,200,0,
SIREN METAL + ROYAL LIGHT AC,0,0,0,1000,1000,0,
SOLAR GD 7655 B RADIO,0,0,0,3000,3000,0,
